GameName,Price,Rating,UserCounts,ConsoleCounts,CostCategory
Home Run,50,4.1600000000000001,23,23,High
Homefront,47,3,26,26,High
Honey Bee,54,4,20,20,High
Hong Kong Phooey: No.1 Super Guy,45,4.3499999999999996,92,92,High
Honoo no Ryourijin: Cooking Fighter Hao,51,4.6600000000000001,29,29,High
Hoops,51,3.9300000000000002,38,38,High
Hoppin' Mad,52,3.5299999999999998,27,27,High
Hoshi no Kirby 64,50,3.75,27,27,High
Hoshi o sagashite...,51,4,24,24,High
Hostage: Rescue Mission,47,3.46,120,120,High
Hot Mind,46,3.6600000000000001,17,17,High
Hot Pixel,51,3.8900000000000001,14,14,High
Hot Shots Golf,47,3.8399999999999999,23,23,High
Hot Slot,57,3.6400000000000001,25,25,High
Hot Wheels: Turbo Racing,49,3.2799999999999998,42,42,High
Hotshot,48,3.75,60,60,High
Hour of Victory,47,4.0499999999999998,22,22,High
Hover Bovver,46,3.75,50,50,High
Hover Force,47.5,3.875,51,51,High
How to be a Hero,49,2.0600000000000001,46,46,High
Howard the Duck,49,4.0700000000000003,92,92,High
Hudson Best Collection Vol. 1: Bomberman Collection,46,3.3999999999999999,13,13,High
Hudson Selection Vol. 2: Star Soldier,52,4.2300000000000004,42,42,High
Hulk,50,4.6500000000000004,66,66,High
Humans 3: Evolution Lost in Time,50,4.3399999999999999,17,17,High
Hummer: Badlands,45,3.7000000000000002,42,42,High
Humphrey,48,4.21,72,72,High
Humpty Dumpty in the Garden,47,2.5,22,22,High
Humpty Dumpty meets the Fuzzy Wuzzies,47,3.1499999999999999,24,24,High
Hunchback,49,3.3399999999999999,120,120,High
Hunchback at the Olympics,56,4.4100000000000001,22,22,High
Hunchy,47,3.75,29,29,High
Hundra,48,3.2200000000000002,75,75,High
Hundred Swords,46,4.0899999999999999,24,24,High
Hungry Horace,51,2.7799999999999998,78,78,High
Hunt & Score,46,4.3200000000000003,26,26,High
Hunt for Red October,46,3.6099999999999999,40,40,High
Hunted: The Demons Forge,51,4.21,26,26,High
Hunter X Hunter: Sorezore no Ketsui,53,4.4699999999999998,20,20,High
Hustle Chumy,55,3.5699999999999998,22,22,High
Hydra,45,3.7799999999999998,107,107,High
Hydro Thunder,46,3.8900000000000001,96,96,High
Hydrophobia,48,3.6800000000000002,26,26,High
Hyokkori Hyoutan Jima,53,3.5299999999999998,15,15,High
Hyper Biker,45,4.3200000000000003,20,20,High
Hyper Chou Pro Yakyuu '92,51,3.8100000000000001,20,20,High
Hyper Crazy Climber,49,4.2300000000000004,27,27,High
Hyper Duel,49,4.2400000000000002,46,46,High
Hyper Lode Runner,46,3.5699999999999998,14,14,High
Hyper Olympic,45,3.6000000000000001,18,18,High
Hyper Olympic '84,49,3.1200000000000001,24,24,High
Hyper Olympics: Nagano 64,45,3.6099999999999999,22,22,High
Hyper Sports 3,55,3.04,24,24,High
Hyper Street Fighter II: The Anniversary Edition,50,3.75,24,24,High
Hyper V-Ball,45,4.54,20,20,High
Hyperspace,45,3.5699999999999998,24,24,High
Hypnotic Lights,45,3.75,16,16,High
I Am Alive,45,3.7999999999999998,29,29,High
I Play: Football Champ.,48,4.0899999999999999,18,18,High
I Was a Cannibal for the FBI,52,4.1600000000000001,26,26,High
Ice & Fire,45,4.4400000000000004,20,20,High
Ignite,45,3.96,24,24,High
IHRA Drag Racing 2004,45,3.9100000000000001,19,19,High
Ikari III - The Rescue,53,4.5700000000000003,50,50,High
Ikari Warriors,55,4.0899999999999999,182,182,High
Ikaruga,51,4,19,19,High
IL-2: Birds of Prey,45,4,18,18,High
Illusion City - Gen'ei Toshi,52,4.5700000000000003,38,38,High
Illusions,50,3.75,21,21,High
I'm in Shock,55,4.1200000000000001,20,20,High
Imagination,52,3.8199999999999998,72,72,High
IMG International Tour Tennis,54,3.6600000000000001,22,22,High
Immercenary,47,3.4300000000000002,20,20,High
Immortal,45,4.4699999999999998,88,88,High
Imola Grand Prix,47,2.9399999999999999,20,20,High
Impossible Mission II,47,4.0499999999999998,22,22,High
In Cold Blood,53,4.2800000000000002,21,21,High
In The Hunt,48,3.4199999999999999,30,30,High
Incredible Crash Dummies,49,3.3399999999999999,26,26,High
Incredible Hulk,46,3.9100000000000001,84,84,High
Incredible Hulk: Ultimate Destruction,45,3.1200000000000001,69,69,High
Incredible Shrinking Sphere,47,4.8200000000000003,78,78,High
Indian Battle,48,3.9300000000000002,15,15,High
Indian Mission,45,3.6400000000000001,34,34,High
Indiana Jones and the Fate of Atlantis,45,3.25,100,100,High
Indiana Jones and the Infernal Machine,46,3.2400000000000002,25,25,High
Indiana Jones and the Last Crusade,50,4.2800000000000002,42,42,High
Indiana Jones in Revenge of the Ancients,45,4.4199999999999999,21,21,High
INDY 500 Deluxe,45,3.6600000000000001,44,44,High
INDY Car Series,51,2.0800000000000001,48,48,High
Infernal,46,2.2799999999999998,24,24,High
Infestation,46.5,3.98,57,57,High
Ingrid's Back!,45,3.8199999999999998,44,44,High
Inhabitants,49,4.1600000000000001,25,25,High
Inherit the Earth: Quest for the Orb,49,2.8799999999999999,48,48,High
Initial D,48,3.8599999999999999,20,20,High
Initial D Arcade Stage Ver. 3,49,4.0899999999999999,19,19,High
Innocent Until Caught,48,3.1200000000000001,25,25,High
Insanity Fight,56,3.4700000000000002,42,42,High
Inside a Star-filled Sky,45,3.75,13,13,High
Insmouse no Yakata,48,3.8100000000000001,22,22,High
Inspector Gadget,47,4.2599999999999998,24,24,High
Institute,56,4.7199999999999998,72,72,High
Intellivision Lives,50,4.2800000000000002,63,63,High
International 3D Tennis,47,3.8199999999999998,69,69,High
International 5-A-Side,47,4.7000000000000002,44,44,High
International Karate,49,3.6099999999999999,130,130,High
International Rally Championship,50,1.54,22,22,High
International Rugby Simulator,52,4,96,96,High
International Soccer,46,3.8500000000000001,20,20,High
International Superstar Soccer 2,50,3.8399999999999999,69,69,High
International Superstar Soccer 64,53,3.7999999999999998,18,18,High
International Superstar Soccer Deluxe,50,3.2400000000000002,54,54,High
International Team Laser,46,3.75,23,23,High
International Tennis Open,56,3.5600000000000001,21,21,High
International Track & Field,48,3.6600000000000001,36,36,High
International Track & Field 2000,47,4.25,22,22,High
Into the Eagle's Nest,52,4.1600000000000001,105,105,High
Intrigue!,49,4,16,16,High
IntyOS: V0.2 Alpha,50,3.2799999999999998,22,22,High
InuYasha: A Feudal Fairy Tale,48,3.9399999999999999,14,14,High
Invasion,46,3.6600000000000001,105,105,High
Invasion - The Abductors,59,4.0599999999999996,19,19,High
Inversion,51,3.2799999999999998,24,24,High
Invincible Iron Man,49,4.3399999999999999,26,26,High
Ion Assault,46,3.6600000000000001,26,26,High
IQ-Block,48,3.2799999999999998,23,23,High
Irata's Quest: Doomed Isle,45,3.6800000000000002,25,25,High
Iridion 2,53,4.1299999999999999,23,23,High
Iron & Blood: Warriors of Ravenloft,48,3.8900000000000001,24,24,High
Iron Brigade,49,3.5299999999999998,26,26,High
Iron Front: Liberation 1944,46,3,13,13,High
Iron Man,51,3.6400000000000001,78,78,High
Iron Man / X-O Manowar in Heavy Metal,55,3.4700000000000002,54,54,High
Iron Man 2,52,3.9100000000000001,30,30,High
Iron Roses,48,3.25,25,25,High
Iron Storm,50,4.0300000000000002,22,22,High
Iron Tank: The Invasion of Normandy,51,3.75,23,23,High
Iron Warriors: T - 72 Tank Command,51,3.1800000000000002,16,16,High
Ironman Ivan Stewart's Super Off-Road,50,4.6200000000000001,24,24,High
Ironman Ivan Stewart's Super Off-Road Track-Pak,58,3.7200000000000002,22,22,High
Ishido: The Way of Stones,46,3.6000000000000001,76,76,High
Island 2,49,2.5,26,26,High
Island of Lost Hope,45,4.3799999999999999,24,24,High
Isolated Warrior,53,3.3399999999999999,27,27,High
ISS Pro Evolution,50,2.96,20,20,High
Ivan "Ironman" Stewart's Super Off Road,50,4.0700000000000003,21,21,High
Ivanhoe,45,3.8399999999999999,44,44,High
J.J. & Jeff,45,3.9100000000000001,24,24,High
J.R.R Tolkien's Lord of the Rings Vol. 1,49,3.04,21,21,High
J.R.R. Tolkien's War in Middle Earth,55,3.6000000000000001,72,72,High
Jabato,52,4.6900000000000004,125,125,High
Jack Nicklaus' Unlimited Golf & Course Design,47,3.0899999999999999,21,21,High
Jack Potten's Poker,49,3.6000000000000001,22,22,High
Jackal,46.5,3.0800000000000001,102,102,High
Jade Empire (Limited Edition),48,4.3799999999999999,17,17,High
Jagmania,56,3.46,25,25,High
Jaguar Tetris,49,4.2300000000000004,19,19,High
Jagur 5,49,4.0899999999999999,21,21,High
Jahangir Khan's World Championship Squash,46,2.8199999999999998,88,88,High
Jambo! Safari,51,3.8199999999999998,21,21,High
James Bond 007,45,2.9399999999999999,108,108,High
James Bond 007: Blood Stone,50,4.1900000000000004,25,25,High
James Bond: Blood Stone,51,4.6600000000000001,27,27,High
James Pond,49,4,42,42,High
James Pond 2: Codename: RoboCod,48,3.1000000000000001,100,100,High
James Pond 3: Operation Starfish,45,3.75,75,75,High
Jarrett and Labonte Stock Car Racing,47,3.8500000000000001,22,22,High
Jasper!,53,2.5,26,26,High
Jaw Breaker,45,3.7200000000000002,56,56,High
JawBreaker,46,4.3099999999999996,26,26,High
Jazz Jackrabbit,54,3.2000000000000002,16,16,High
JBulman Junior,48,3.5699999999999998,23,23,High
Jeff Gordon Team XS Racing,45,3.3399999999999999,19,19,High
Jeff Wayne's The War of the Worlds,49,3.4100000000000001,20,20,High
Jeopardy,48.5,3.7000000000000002,78,78,High
Jeopardy!,45,4,69,69,High
Jeopardy! Sports Edition,47,3.48,22,22,High
Jet Moto,50,3.75,20,20,High
Jet Set Radio,53,3.25,15,15,High
Jet Set Willy II: The Final Frontier,46,3.75,46,46,High
Jet Strike,55,3.0800000000000001,28,28,High
Jetsons: George Jetson and the Legend of Robotopia,54,3.3399999999999999,25,25,High
Jewel Master,57,3.5699999999999998,14,14,High
Jewels of Darkness,49,3.6600000000000001,42,42,High
Jikkyou J.League 1999: Perfect Striker 2,48,4.2300000000000004,17,17,High
Jikkyou J.League Perfect Striker,57,3.2799999999999998,23,23,High
Jikkyou Powerful Pro Yakyuu 2000,49,2.8799999999999999,27,27,High
Jikkyou Powerful Pro Yakyuu 6,58,3.9399999999999999,16,16,High
Jikkyou Powerful Pro Yakyuu '95,45,3.4399999999999999,21,21,High
Jikkyou Powerful Pro Yakyuu: Basic Han 2001,53,4.0599999999999996,23,23,High
Jikkyou World Soccer 3,52,3.4100000000000001,17,17,High
Jikkyou World Soccer: World Cup France '98,47,2.9300000000000002,23,23,High
Jim Henson's Muppet Adventure No. 1: Chaos at the Carnival,57,4.0599999999999996,24,24,High
Jitsuryoku!! Pro Yakyuu,48,3.2000000000000002,17,17,High
J-League Dynamite Soccer 64,45,3.1000000000000001,20,20,High
J-League Eleven Beat 1997,46,4.0599999999999996,22,22,High
J-League GG Pro Striker '94,48,4.0599999999999996,26,26,High
J-League Tactics Soccer,49,3.48,25,25,High
Jockey Club,53,3.54,24,24,High
Jockey Grand Prix,51,3.8100000000000001,24,24,High
Jocky Wilson's Compendium of Darts,45,3.52,57,57,High
Joe Blade,45,5,132,132,High
Joe Blade 2,47,3.1200000000000001,78,78,High
Joe Montana Sports Talk Football,52,3.54,22,22,High
John Elway's Team Quarterback,45,3.75,21,21,High
John Madden Football '92,55,2.8799999999999999,20,20,High
John Madden Football '93,51,3.8399999999999999,69,69,High
Joint Task Force,47,4.2800000000000002,13,13,High
Joker Card,56,3.9100000000000001,20,20,High
Joker Poker,45,3.6800000000000002,23,23,High
Joshi Volleyball,49,3.8900000000000001,24,24,High
JoustPong,49,3.9300000000000002,28,28,High
Joy Joy Kid,46,2.2799999999999998,25,25,High
Joy Mecha Fight,53,2.8599999999999999,22,22,High
Judge Dredd,47,3.6970000000000001,84,84,High
Judge Dredd: Dredd vs Death,46,4.3799999999999999,60,60,High
Judge Dredd: Dredd vs. Death,50,5,15,15,High
July,47,3.2400000000000002,25,25,High
Jump 'N' Roll,45,4.4100000000000001,29,29,High
Jump or Die,45,4.2300000000000004,30,30,High
Jumping Jack,47,4.3799999999999999,25,25,High
Jumping Pop,53,3.9399999999999999,21,21,High
Jumpster,47,3.8900000000000001,27,27,High
Jum's Pong,48,3.6000000000000001,26,26,High
Jungle Strike,54,3.2400000000000002,78,78,High
Jungle Wars 2: Kodai Mahou Atimos no Nazo,50,4,24,24,High
Junior's Revenge,49,3.54,26,26,High
Jupiter Mission 1999,45,3.3399999999999999,38,38,High
Jupiter's Masterdrive,51,4,44,44,High
Jurassic Park,50,3.8100000000000001,88,88,High
Jurassic Park 2 - The Lost World,51,3.48,14,14,High
Jurassic Park III: Island Attack,48,3.8599999999999999,24,24,High
Jurassic Park: Operation Genesis,50,3.5,42,42,High
Just Breed,56,3.75,19,19,High
Just Cause,49,3.3399999999999999,14,14,High
Just Dance Kids 2,47,3.7000000000000002,18,18,High
Justice League Heroes,50,3.9300000000000002,52,52,High
Justice League: Chronicles,46,4.2800000000000002,14,14,High
Justice League: Injustice for All,46,3.9399999999999999,23,23,High
K-1 Fighting Illusion: Grand Prix,47,3.75,24,24,High
Kaboom,52,4.0800000000000001,28,28,High
Kaboom!,46,4.2300000000000004,24,24,High
Kabuki Klash: East of Eden,48,3.8900000000000001,24,24,High
Kabuki Warriors,47,4.04,19,19,High
Kaitou Saint Tail,53,2.8900000000000001,25,25,High
Kaizou Choujin Shubibinman 3: Ikai no Princess,57,3.75,26,26,High
Kameo,50,3.75,26,26,High
Kangaroo,48.5,3.5899999999999999,23,23,High
Kao Challengers,57,3.5699999999999998,3,3,High
Kao the Kangaroo,53,3.6800000000000002,52,52,High
Kao the Kangaroo Round 2,47,4.1600000000000001,78,78,High
Kaptain Brawe: A Brawe New World,45,3.8199999999999998,22,22,High
Karateka,56,3.8399999999999999,132,132,High
Karian Cross,46,3.6400000000000001,19,19,High
Karnov,45,3.25,88,88,High
Karnov's Revenge,56,3.2000000000000002,15,15,High
Karting Grand Prix,45,3.6400000000000001,34,34,High
Kayleth,54,3.8599999999999999,50,50,High
Keiba Yosou Baken Renkinjutsu,45,3.9399999999999999,18,18,High
Keio Flying Squadron,45,4.7000000000000002,17,17,High
Keks,47,2.9399999999999999,23,23,High
Ken Griffey Jr. - Major League Baseball,46,4.5999999999999996,19,19,High
Kengo Legend of the 9,46,3.96,24,24,High
Kenny Dalglish Soccer Manager,48,3.7999999999999998,80,80,High
Kenseiden,50,3.1000000000000001,27,27,High
Kessakusen! Ganbare Goemon 1 & 2: Yuki-hime to Magginesu,54,3.75,28,28,High
Kevtris,45,4.4100000000000001,22,22,High
Khalaan,56,4.2000000000000002,44,44,High
Kick,55,3.3399999999999999,24,24,High
Kick and Run,48,4.1600000000000001,25,25,High
Kick Boxing,48,3.96,28,28,High
Kick It,52,4.3799999999999999,20,20,High
Kick Off,57,3.8399999999999999,102,102,High
Kick Off 2: Giants of Europe,46,3.96,19,19,High
Kick Off 2: The Final Whistle,47,3.8599999999999999,44,44,High
Kick Rider,58,4.0899999999999999,24,24,High
Kid Gloves,45,3.8900000000000001,40,40,High
Kid Klown in Night Mayor World,47,5,23,23,High
Kid Niki - Radical Ninja,45,2.7999999999999998,28,28,High
Kid Paddle,47,4.7000000000000002,24,24,High
Kidou Gekidan Haro Ichiza: Haro no Puyo Puyo,46,2.7799999999999998,24,24,High
Kids on Keys,45,4.5,104,104,High
KiKi KaiKai,48,3.8599999999999999,57,57,High
Kikstart 2,57,3.6499999999999999,57,57,High
Killed Until Dead,45,3.8100000000000001,75,75,High
Killer Comet,54,4.2300000000000004,20,20,High
Killerball,47,3.75,69,69,High
Kimble Double HI-LO,46,2.5,25,25,High
Kinect Sports,54,3.9100000000000001,28,28,High
King Arthur,46,5,72,72,High
King Arthur & the Knights of Justice,50,4.2800000000000002,27,27,High
King Arthur II: The Role-Playing Wargame,52,3.8399999999999999,18,18,High
King Arthur: Knights and Vassals DLC,45,3.75,17,17,High
King Cribbage,49,3.1000000000000001,22,22,High
King Derby,49,4.1299999999999999,18,18,High
King James Bible For Use On Game Boy,47,3.3399999999999999,24,24,High
King of Fighters 2002: Challenge to Ultimate Battle,48,4.25,22,22,High
King of Fighters 2003,47,4,46,46,High
King of Fighters EX: Neo Blood,47,4,21,21,High
King of Fighters R-1,52,3.75,23,23,High
King of the Monsters 2 - The Next Thing,58,3.9300000000000002,22,22,High
King of the Monsters 2: The Next Thing,46,4.0999999999999996,20,20,High
Kingdom of Paradise,48,3.3399999999999999,22,22,High
King's Quest II: Romancing the Throne,52,3.9100000000000001,88,88,High
King's Quest IV: The Perils of Rosella,45,4.2000000000000002,100,100,High
King's Valley 2,47,2.8399999999999999,22,22,High
Kinnikuman Second Generation: Choujin Seisenshi,49,4.1900000000000004,25,25,High
Kinnikuman Second Generation: Dream Tag Match,45,4,24,24,High
Kirby 64: The Crystal Shards,48,3.6800000000000002,5,5,High
Kirby and the Amazing Mirror,46,3.8399999999999999,23,23,High
Kirby Slide Puzzle,50,3.8900000000000001,18,18,High
Kirby Tilt 'n' Tumble,54,4.1200000000000001,22,22,High
Kirby: Nightmare in Dreamland,48,3.8700000000000001,27,27,High
Kirby's Adventure,46,2.8599999999999999,26,26,High
Kirby's Block Ball,53,4.21,21,21,High
Kirby's Dream Land,46,4.2300000000000004,27,27,High
Kirby's DreamLand 3,53,4.2800000000000002,28,28,High
Kitten Kaboodle,49,3.5,23,23,High
Kizuna Encounter - Super Tag Battle / Fu'un Super Tag Battle,47,2.8399999999999999,26,26,High
Klonoa 2: Dream Champ Tournament,48,4.5,15,15,High
Klonoa Beach Volleyball,51,3.4500000000000002,27,27,High
Klonoa Heroes: Densetsu no Star Medal,55,3,24,24,High
Klonoa: Empire of Dreams,55,4.1200000000000001,20,20,High
Knightmare 2: The Maze of Galious,55,4.0599999999999996,46,46,High
Knights Contract,51,4.4400000000000004,24,24,High
Knights of Legend,56,3.46,44,44,High
Knights of the Round,45,4,20,20,High
Knights of Valour - The Seven Spirits,52,3.8900000000000001,48,48,High
Knights of Valour / Sangoku Senki,45,4.21,23,23,High
Knights of Valour Plus / Sangoku Senki Plus,47,2.9199999999999999,25,25,High
Knights of Valour Super Heroes / Sangoku Senki Super Heroes,57,3.6000000000000001,16,16,High
Knights of Valour: Quan Huang San Guo Special / Sangoku Senki: Quan Huang San Guo Special,46,3.7000000000000002,26,26,High
Knockout Kings,47,3.5499999999999998,22,22,High
Knockout Kings 2001,52,2.9399999999999999,22,22,High
Knockout Kings 2003,49,3.9300000000000002,21,21,High
Knuckle Bash 2,54,3.8900000000000001,23,23,High
Knuckles' Chaotix,53,3.8599999999999999,15,15,High
Kobe Bryant's NBA Courtside,49,3.5099999999999998,23,23,High
KOF SKY STAGE,54,4.2300000000000004,20,20,High
KOF XII,48,3.8399999999999999,24,24,High
KOF2002UM,53,2.7200000000000002,23,23,High
Koffi: Yellow Kopter: Demo (August 31st),55,3.6800000000000002,29,29,High
Koffi: Yellow Kopter: Demo (November 15th),48,4.2199999999999998,25,25,High
Kohan: Immortal Sovereigns,46,4.2599999999999998,21,21,High
Kokontouzai Eto Monogatari,45,3.7999999999999998,18,18,High
Kollon,47,4.5,15,15,High
Komando II,45,3.75,16,16,High
Konami '88,46,3.7000000000000002,25,25,High
Konami Antiques: MSX Collection Vol. 1,47,3.1200000000000001,27,27,High
Konami Antiques: MSX Collection Vol. 3,48,2.8100000000000001,22,22,High
Konami GB Collection Vol. 2,46,3.2799999999999998,22,22,High
Konami Hyper Soccer,53,4.2599999999999998,23,23,High
Konami's Baseball,45,3.5899999999999999,23,23,High
Kong: The 8th Wonder of the World,51,3.9399999999999999,26,26,High
Kool-Aid Man,45,3,10,10,High
Kotoba no Puzzle Mojipittan,49,3.8900000000000001,22,22,High
Koudelka,48,2.8599999999999999,18,18,High
Krazy Kobra,47,3.4399999999999999,26,26,High
Krazy Kreatures,56,3.75,18,18,High
K-Razy Shootout,52,4.6200000000000001,18,18,High
KrissX®,47,3.5,25,25,High
Kristal,45,4,44,44,High
Krull,53,3.7000000000000002,28,28,High
Krypton Egg,47,4.1299999999999999,36,36,High
KS Ultimate,49,3.3399999999999999,17,17,High
Kuhga - Operation Code 'Vapor Trail',48,4.4400000000000004,21,21,High
Kung Food,51,3.2799999999999998,15,15,High
Kung Fu Chaos,49,3,20,20,High
Kung Fu Kid,50,3.8599999999999999,27,27,High
Kung Fu Panda,52,4,17,17,High
Kung Fu Panda 2,48,4.4400000000000004,27,27,High
Kung-Fu Master,46,3.7000000000000002,175,175,High
Kung-Fu Taikun,46,4.3200000000000003,26,26,High
Kyros,49,3.3399999999999999,24,24,High
Kyuukai Douchuuki,45,2.25,16,16,High
L.A. Noire,45,3.6099999999999999,29,29,High
La Aventura Espacial,47,4,46,46,High
La Corona Mágica,45,4.0599999999999996,21,21,High
La Diosa de Cozumel,50,3.6400000000000001,36,36,High
La Espada Sagrada,47,4.3399999999999999,24,24,High
Labyrinth,48,3.7000000000000002,92,92,High
Lady Sia,50,3.8199999999999998,27,27,High
Lancelot,51,3.6600000000000001,100,100,High
Land Before Time,47,3.4399999999999999,24,24,High
Land of the Dead: Road to Fiddler's Green,48,3.9100000000000001,24,24,High
Langrisser 5: The End of Legend,49,3.7999999999999998,20,20,High
Langrisser I & II,46,2.6600000000000001,19,19,High
Lap of the Gods,45,4.4100000000000001,22,22,High
Lara Croft Tomb Raider: Curse of the Sword,49,3.54,25,25,High
Lara Croft Tomb Raider: The Prophecy,50,4.0599999999999996,15,15,High
Laser Blast,51,4.0700000000000003,20,20,High
Laser Run,57,4.6600000000000001,20,20,High
Last Armageddon,50,4.5300000000000002,46,46,High
Last Bounty Hunter,46,3.8399999999999999,20,20,High
Last Hope,51,5,46,46,High
Laydock,53,3.29,22,22,High
Laydock 2: Last Attack,48,4,23,23,High
Layer Section 2,52,3.75,20,20,High
Lead Angle,52,4.4199999999999999,20,20,High
Leader Board,59,4.3099999999999996,60,60,High
League Challenge,51,3.52,88,88,High
Leander,48,4.1600000000000001,78,78,High
Learn to Add,49,3.96,38,38,High
Learning Fun I: Math Master Factor Fun,52,3.25,19,19,High
Leather Goddesses of Phobos,49,3.6400000000000001,96,96,High
Leather Neck,50,3.8900000000000001,42,42,High
Legacy of Kain: Defiance,53,3.1600000000000001,24,24,High
Legend,53,3.5699999999999998,52,52,High
Legend of Faerghail,57,4.2800000000000002,30,30,High
Legend of Legaia,50,4,21,21,High
Legend of Makai,52,4.3799999999999999,22,22,High
Legend of Spyro,54,4.1500000000000004,27,27,High
Legend of Spyro: A New Beginning,52,4.7000000000000002,27,27,High
Legend of Spyro: The Eternal Night,48,3.1800000000000002,52,52,High
Legend of Success Joe / Ashitano Joe Densetsu,52,5,26,26,High
Legend of Zelda: Four Swords Adventures,45,3.4100000000000001,21,21,High
Legend of Zelda: Link's Awakening,45,4.1600000000000001,21,21,High
Legend of Zelda: Majora's Mask,45,3.6400000000000001,22,22,High
Legend of Zelda: Majora's Mask (Version1),53,3.5699999999999998,22,22,High
Legend of Zelda: Ocarina of Time / Master Quest,58,3.8599999999999999,20,20,High
Legend of Zelda: Oracle of Ages,51,4.5,28,28,High
Legend of Zelda: Oracle of Seasons,58,3.75,26,26,High
Legends of Wrestling,47,3.3399999999999999,63,63,High
Legion,49,3.7999999999999998,14,14,High
Legionnaire,51,4.1600000000000001,23,23,High
LEGO Batman,51,4.25,54,54,High
LEGO Batman: The Videogame,49,4,26,26,High
LEGO Bionicle: Tales of Tohunga,53,3.3399999999999999,27,27,High
LEGO Harry Potter: Years 1-4,46,3.3999999999999999,25,25,High
LEGO Island 2: The Brickster's Revenge,48,3.54,50,50,High
LEGO Racers,54,4,46,46,High
LEGO Rock Raiders,51,3.2400000000000002,16,16,High
LEGO Star Wars II,47,4.2800000000000002,23,23,High
LEGO Star Wars: TCS,48,3.8100000000000001,8,8,High
LEGO Star Wars: The Video Game,53,3.6600000000000001,42,42,High
LEGO® Batman 2,52,5,15,15,High
LEGO® Harry Potter,48,3.7000000000000002,28,28,High
LEGO® Indiana Jones,45,3.75,16,16,High
LEGO® Indiana Jones 2,45,4.5800000000000001,25,25,High
LEGO® Indiana Jones: The Original Adventures,48,3.75,27,27,High
LEGO® Lord of the Rings,56,4.7000000000000002,16,16,High
LEGO® Star Wars® III: The Clone Wars,54,3.6600000000000001,24,24,High
Leisure Suit Larry,46,3.1200000000000001,19,19,High
Lemmings,48,2.7799999999999998,231,231,High
Lemmings 2: The Tribes,46,4.7000000000000002,88,88,High
Lemmings Chronicles,54,2.6299999999999999,26,26,High
Lennus II: Fuuin no Shito,53,4.1299999999999999,16,16,High
Lethal Justice,49,4,20,20,High
Lethal Labyrinth,46,4.2400000000000002,28,28,High
Let's Explore the Airport with Buzzy,54,4.6600000000000001,23,23,High
Let's Explore the Jungle with Buzzy,49,3.8199999999999998,19,19,High
Lexis,45,4.5800000000000001,17,17,High
Life Force,51,4.1600000000000001,66,66,High
Lifeforce,51,3.5699999999999998,80,80,High
Light Corridor,45,3.8199999999999998,100,100,High
Light of Altair,48,3.46,19,19,High
Line Rider 2: Unbound,45,4.25,24,24,High
Linking Logic,53,2.6899999999999999,23,23,High
Links 2004,49,3.2000000000000002,16,16,High
Links: Championship Course: Firestone Country Club,51,3.5600000000000001,22,22,High
Links: The Challenge of Golf,54,3.6000000000000001,12,12,High
Lion King: Simba's Mighty Adventure,46,3.96,26,26,High
Liquid Kids,45,3.6600000000000001,51,51,High
Little Casino,50,3.6000000000000001,25,25,High
Little League Baseball Championship Series,51,4.3799999999999999,16,16,High
Little Magic,45,4.0499999999999998,21,21,High
Little Ninja Brothers,54,3.5699999999999998,16,16,High
Little Princess,49,4.5,25,25,High
Little Samson,49,4.3799999999999999,28,28,High
Live Ammo,54,4.54,44,44,High
Liverpool: The Computer Game,46,3.2200000000000002,44,44,High
Llamatron: 2112,45,3.9100000000000001,40,40,High
LMA Manager 2001,53,3.8399999999999999,19,19,High
LMA Manager 2007,46,3.6600000000000001,23,23,High
Lock 'N' Chase,48,4.3799999999999999,24,24,High
Locked 'n Loaded,47,3.7999999999999998,21,21,High
Lock'n'Chase,48,2.8900000000000001,25,25,High
Locomotion,47,3.5,17,17,High
Locus,56,3.8100000000000001,24,24,High
Lode Runner 3D,46,4.5,23,23,High
Lode Runner Twin: Justy to Liberty no Daibouken,47,4.1299999999999999,16,16,High
Logic Levels,51,4.3399999999999999,23,23,High
Logic Pro 2,55,3.6400000000000001,16,16,High
Logical,48,4.2000000000000002,19,19,High
Lollypop,54,3.52,24,24,High
London 2012: The Official Video Game of the Olympic Games,45,3.5699999999999998,12,12,High
London Racer II,50,4.0700000000000003,23,23,High
Loom,47,4.3200000000000003,92,92,High
Looney Tunes,46,4.5300000000000002,20,20,High
Looney Tunes Hotel,49,4.2300000000000004,25,25,High
Looney Tunes Space Race,50,3.0600000000000001,21,21,High
Looney Tunes: AA,55,3.6400000000000001,23,23,High
Looney Tunes: Back in Action,47,3.8599999999999999,52,52,High
Looney Tunes: Duck Dodgers Starring Daffy Duck,50,4.1299999999999999,14,14,High
Looney Tunes: Duck Dodgers Starring Daffy Duck (Prototype),45,3.8199999999999998,25,25,High
Loopz,49,3.6000000000000001,115,115,High
Lord of Gun,51,3.6800000000000002,19,19,High
Lord of the Rings: The Return of the King,59,3.5,32,32,High
Lords of Chaos,51,3.6800000000000002,72,72,High
Lords of Midnight 2: Doomdark's Revenge,58,3.3799999999999999,40,40,High
Los Pájaros de Bangkok,47,3.6600000000000001,75,75,High
Los Templos Sagrados,52,2.1699999999999999,72,72,High
Lost Dutchman Mine,46,4.4699999999999998,48,48,High
Lost Files of Sherlock Holmes: The Case of the Serrated Scalpel,45,3.1200000000000001,24,24,High
LOST PLANET,45,4.7199999999999998,24,24,High
